id,mmsi,navigationalstatus,sog,cog,heading,shiptype
526,351559977,Under way using engine,10.2,316.8,318,Cargo
527,771244787,Constrained by her draught,12.3,340.7,340,SAR
528,388062591,Under way using engine,9.9,345.8,345,Cargo
529,334528665,Under way using engine,14.6,82.7,82,Bulk Carrier
530,965507178,Under way using engine,11.4,164.2,165,Military
531,527446502,Under way using engine,10.5,132.8,130,Military
532,503570206,Under way using engine,13,226.4,225,Cargo
533,382042054,Under way using engine,9.9,164,165,SAR
534,780267459,Under way using engine,9.6,347.6,346,Cargo
535,323876454,Under way using engine,12.2,337.9,338,Cargo
536,526397455,Constrained by her draught,11.6,327,325,Cargo
537,134965612,Under way using engine,9.8,36,41,Bulk Carrier
538,510387466,Constrained by her draught,11.6,326.7,325,Tanker
539,794721750,Under way using engine,14.5,164.9,165,Tanker
540,810544411,Under way using engine,12.7,160.8,164,Warship
541,399574052,Under way using engine,9.5,343.8,344,Warship
542,833270969,Under way using engine,16.3,247.9,249,Bulk Carrier
543,392603926,Under way using engine,9.8,13.2,11,Cargo
544,790278161,Under way using engine,11.7,332.4,330,Warship
545,438378980,Under way using engine,9.8,267.5,270,Bulk Carrier
546,137655092,Under way using engine,11,22,16,Tanker
547,110970193,Under way using engine,16.8,135.7,138,SAR
548,503805362,Under way using engine,17.3,158.8,159,Cargo
549,983466815,Under way using engine,10.3,317.4,318,SAR
550,406399183,Under way using engine,16.4,337.5,335,Cargo
551,343145577,Under way using engine,15.4,57.6,59,Tanker
552,181074696,Constrained by her draught,11.4,6.1,8,Military
553,924969115,Under way using engine,21.4,330.8,327,Military
554,921957832,Under way using engine,17.2,158.1,160,Bulk Carrier
555,217516529,Under way using engine,9.4,181.3,183,Bulk Carrier
556,411653354,Under way using engine,10.1,352,353,Tanker
557,299128783,Under way using engine,13.3,138.2,134,Warship
558,396819961,Under way using engine,16.8,136.1,138,SAR
559,275843753,Under way using engine,11.4,210,211,Warship
560,190045369,Under way using engine,16.6,320.4,318,Warship
561,648575422,Under way using engine,13.3,318.1,318,Bulk Carrier
562,202347155,Under way using engine,10.2,344.5,348,Military
563,244869970,Under way using engine,8.9,268,271,Military
564,742282301,Under way using engine,13.2,138.5,137,Cargo
565,180194094,Under way using engine,12,337.7,337,Tanker
566,788739741,Under way using engine,14.2,166.1,166,Bulk Carrier
567,773226343,Under way using engine,14.1,212.2,212,Cargo
568,386779733,Under way using engine,21.6,112.4,106,Military
569,753390425,Under way using engine,15.4,29,29,Warship
570,282205680,Under way using engine,14.4,166,166,Cargo
571,103802632,Under way using engine,11.8,340,342,Military
572,951437819,Under way using engine,12.6,227.5,226,Warship
573,935749938,Under way using engine,15.4,59.4,61,SAR
574,757822825,Under way using engine,14.6,213.6,215,Military
575,383763274,Under way using engine,11.3,36.8,37,Tanker
576,422610806,Under way using engine,6.1,169.7,170,Military
577,610574410,Under way using engine,15.4,30,30,Bulk Carrier
578,315934917,Under way using engine,9.1,315.8,318,Bulk Carrier
579,139145853,Under way using engine,12.5,157.9,157,Tanker
580,295820712,Under way using engine,8.8,211,213,Bulk Carrier
581,183471807,Under way using engine,8.2,347.6,347,SAR
582,451460139,Under way using engine,11.6,38.5,40,Cargo
583,530608418,Under way using engine,8.6,330.4,333,SAR
584,167671921,Under way using engine,15.2,340,338,SAR
585,681879571,Under way using engine,21.4,335.3,334,Military
586,975870570,Under way using engine,11.7,317,317,Military
587,501186830,Constrained by her draught,12.9,338.3,335,Cargo
588,244364725,Under way using engine,8.5,335.7,338,Warship
589,872582134,Under way using engine,15.7,344.1,342,SAR
590,409541840,Under way using engine,12.1,341.3,344,Cargo
591,205711514,Under way using engine,11.1,227.2,224,Military
592,941288369,Under way using engine,14.6,213.5,215,Cargo
593,706471745,Under way using engine,8.6,284.3,288,Bulk Carrier
594,667550536,Under way using engine,11.8,36,37,Military
595,208741826,Under way using engine,8.4,186.6,183,SAR
596,752969255,Under way using engine,8.4,211.6,208,Bulk Carrier
597,614629994,Under way using engine,6.4,169.8,177,Military
598,626221581,Under way using engine,13,141.2,139,Bulk Carrier
599,547601425,Under way using engine,9.6,215.4,215,Tanker
600,579015012,Under way using engine,11.7,332,331,Bulk Carrier
601,680619645,Under way using engine,9.6,344.1,348,Cargo
602,761614842,Constrained by her draught,12.9,337.7,335,SAR
603,572491657,Under way using engine,10.6,135,133,Warship
604,771430496,Under way using engine,11.1,210,213,SAR
605,977924004,Under way using engine,11.4,334,339,SAR
606,614082651,Under way using engine,13.5,136.8,136,Military
607,635576794,Under way using engine,11.6,315.9,316,Military
608,470665460,Under way using engine,12.4,166.7,168,Military
609,290101007,Under way using engine,11.4,197.5,200,Bulk Carrier
610,520347892,Under way using engine,12.2,37.3,38,Military
611,804484306,Under way using engine,11.1,181.7,181,Bulk Carrier
612,108550879,Under way using engine,16.5,178.9,181,Bulk Carrier
613,985394896,Under way using engine,14.4,165.2,166,Bulk Carrier
614,766398052,Under way using engine,11.6,315.3,316,SAR
615,930825712,Under way using engine,11.6,167.5,167,Tanker
616,122528914,Under way using engine,9.4,267.2,269,Cargo
617,541681259,Under way using engine,9.8,215.6,216,Tanker
618,435484173,Under way using engine,17.2,313.2,312,Cargo
619,611759768,Under way using engine,13.9,209.4,212,SAR
620,285625451,Under way using engine,12,337.4,337,Warship
621,779561446,Under way using engine,12.7,219.2,218,Cargo
622,210904188,Under way using engine,11.7,341,342,Military
623,354917289,Under way using engine,10.3,132.9,133,Military
624,302940642,Under way using engine,13.3,136.2,137,Bulk Carrier
625,663016377,Under way using engine,8,210.8,206,Cargo
626,560842264,Under way using engine,7.9,335.9,337,Bulk Carrier
627,217257818,Under way using engine,9.8,344.9,344,Bulk Carrier
628,515055849,Under way using engine,12.3,165.6,168,Military
629,530116284,Under way using engine,13,218.4,218,Cargo
630,647351721,Under way using engine,13.1,143,140,Military
631,851774201,Under way using engine,13.4,136.7,138,Bulk Carrier
632,728636623,Under way using engine,11.6,315,316,Cargo
633,736826125,Under way using engine,16.9,165.3,167,SAR
634,487960925,Under way using engine,16.5,159.7,162,Bulk Carrier
635,730448715,Under way using engine,10,166,167,Warship
636,528118762,Under way using engine,14.2,159.6,156,Military
637,593724100,Under way using engine,9,332.7,334,Cargo
638,398715090,Under way using engine,12.5,346.7,349,SAR
639,710752907,Under way using engine,14.2,158.8,156,Bulk Carrier
640,794082437,Under way using engine,12.2,341.3,343,Warship
641,100009277,Under way using engine,10.3,44.2,47,Warship
642,612566749,Under way using engine,15.7,343.9,342,Warship
643,935292721,Constrained by her draught,8.3,172,171,SAR
644,154736824,Under way using engine,13.6,319.1,318,SAR
645,824212906,Constrained by her draught,12.1,345.2,339,SAR
646,920956377,Under way using engine,13.6,171.1,166,Warship
647,184651759,Under way using engine,13.4,138.3,140,Tanker
648,514714976,Under way using engine,9.4,318.4,317,SAR
649,259153433,Under way using engine,8.6,268,271,Warship
650,550009982,Under way using engine,9.8,317.3,321,Tanker
651,741535977,Under way using engine,13.7,317.6,317,SAR
652,291078786,Unknown value,28.4,51.3,,Bulk Carrier
653,122076754,Under way using engine,17.7,311.3,309,Warship
654,229010070,Constrained by her draught,11.6,331.6,326,Cargo
655,251361185,Under way using engine,14.8,164.3,165,SAR
656,183419096,Under way using engine,9.8,346.9,345,Cargo
657,380670298,Under way using engine,10.8,132.8,132,Warship
658,749306725,Constrained by her draught,11.9,334.8,334,Tanker
659,888891485,Under way using engine,17.3,138.7,139,Bulk Carrier
660,510569158,Constrained by her draught,10.8,58.4,59,Military
661,542928058,Under way using engine,14.5,164.2,163,Warship
662,426324377,Under way using engine,9.6,345.6,347,Bulk Carrier
663,818437361,Under way using engine,15.2,30,31,Military
664,199919954,Constrained by her draught,11.9,337.7,337,SAR
665,504270936,Under way using engine,12.8,214.7,211,SAR
666,734036342,Under way using engine,8.8,210.7,214,Tanker
667,241755449,Under way using engine,14,206.4,209,SAR
668,366294136,Under way using engine,8.1,340.6,356,Cargo
669,895230463,Under way using engine,17.8,320,317,Bulk Carrier
670,685791192,Under way using engine,15.3,30,31,Military
671,973779168,Under way using engine,11.5,40.6,43,Military
672,600783897,Under way using engine,16.5,161.8,165,Military
673,830882129,Under way using engine,15.5,345.6,344,Tanker
674,966451364,Under way using engine,11,15,13,Military
675,947820266,Under way using engine,15.1,340,340,Warship
676,991815148,Under way using engine,9.3,342.1,342,Tanker
677,761813539,Under way using engine,11.5,339.5,338,Warship
678,887977530,Under way using engine,15,210.4,213,Military
679,631727092,Under way using engine,8.6,9.2,10,Tanker
680,742755247,Unknown value,0.1,77.1,,Military
681,839908278,Under way using engine,10.2,345.2,348,Tanker
682,292367182,Under way using engine,7.4,173.3,172,Cargo
683,372249935,Under way using engine,7.8,338,337,Bulk Carrier
684,156323895,Under way using engine,9.3,138.3,135,Cargo
685,597620855,Under way using engine,16.7,179.9,181,Cargo
686,957303350,Unknown value,18,224.5,,Warship
687,809552414,Under way using engine,11.3,212,215,Cargo
688,204752977,Under way using engine,12.9,43.1,43,Bulk Carrier
689,179879130,Under way using engine,10.5,137.1,141,Cargo
690,202207105,Under way using engine,14.8,210.3,212,Military
691,403936124,Under way using engine,9.2,156.2,158,Tanker
692,487269415,Under way using engine,9.3,259.3,259,Military
693,528848821,Under way using engine,10.6,137.9,139,Bulk Carrier
694,608913440,Under way using engine,10.3,34.9,41,Warship
695,758697842,Under way using engine,15.2,341,339,Tanker
696,678054385,Under way using engine,11.9,339.9,340,SAR
697,768456660,Under way using engine,9.9,319.2,321,Military
698,278573663,Under way using engine,14.8,165.5,167,Military
699,656555227,Constrained by her draught,12.5,317.6,317,SAR
700,736686445,Under way using engine,9.9,338.6,339,SAR
701,131256278,Under way using engine,12,344.7,345,Tanker
702,870355983,Under way using engine,10.6,130.9,135,Warship
703,406809111,Constrained by her draught,12.5,316.7,317,Warship
704,220319079,Under way using engine,13.6,317.1,317,Bulk Carrier
705,634315454,Under way using engine,16.2,162.3,165,SAR
706,833367001,Under way using engine,13.3,162.2,164,Military
707,632606355,Under way using engine,11.6,168.5,168,Military
708,306937440,Under way using engine,12,341.6,342,Cargo
709,902973157,Under way using engine,14,219.6,221,Warship
710,229864184,Constrained by her draught,11.8,54.4,55,Military
711,258741116,Unknown value,15.3,53,,Bulk Carrier
712,149703411,Under way using engine,8.9,269,268,Military
713,574264515,Under way using engine,11.3,212,215,Military
714,949426615,Under way using engine,16.8,140.2,139,Bulk Carrier
715,275262304,Unknown value,22.1,46.6,,Tanker
716,323857739,Under way using engine,11.3,158.9,158,Military
717,848965507,Under way using engine,11,31.6,36,Military
718,713525724,Under way using engine,16.8,139.9,139,Tanker
719,429416028,Under way using engine,13.1,161.7,165,Warship
720,727081871,Under way using engine,13.5,204.3,205,Cargo
721,381692145,Under way using engine,10.9,339,339,Military
722,723696631,Under way using engine,11.7,163.5,164,Military
723,483577519,Under way using engine,13,190.9,189,SAR
724,735895240,Under way using engine,7.6,106,105,Warship
725,559912806,Under way using engine,14.5,162.1,161,Military
726,708474606,Under way using engine,18.3,345.9,345,Warship
727,185479172,Under way using engine,10.3,345.6,348,Warship
728,310256579,Under way using engine,13.4,6.7,6,Warship
729,494062179,Constrained by her draught,12,53.9,55,Military
730,977657710,Under way using engine,11.6,342,340,Cargo
731,221198779,Under way using engine,8.7,215.7,219,Military
732,488781428,Under way using engine,12,165.1,169,SAR
733,728677857,Under way using engine,9.7,208.7,206,SAR
734,498021796,Under way using engine,12.5,27.3,30,Tanker
735,840078679,Under way sailing,15.1,129.4,128,Tanker
736,168812396,Under way using engine,9.3,156.5,158,Military
737,293719800,Under way using engine,9.5,348.6,350,Military
738,337457009,Under way using engine,14.5,161.7,162,Tanker
739,682165563,Under way using engine,9.2,3.3,0,Bulk Carrier
740,878840988,Under way using engine,14.8,43,43,SAR
741,436564281,Under way using engine,14.4,165.5,167,Military
742,345008802,Under way using engine,10.5,319,321,Military
743,293216468,Under way using engine,9.9,178,177,Tanker
744,221867092,Under way using engine,7.9,340.3,340,SAR
745,867150897,Under way using engine,10.4,320,321,Cargo
746,341064931,Under way using engine,11.4,338,336,Bulk Carrier
747,825010824,Under way using engine,14.4,170.4,170,Cargo
748,956344067,Under way using engine,10,37.4,39,Bulk Carrier
749,589902489,Constrained by her draught,11.9,320,322,Cargo
750,303973524,Under way using engine,21.2,291.1,295,Cargo
751,562602268,Under way using engine,12.2,166.2,169,SAR
752,988208110,Under way using engine,10.1,163,162,Tanker
753,512243178,Under way using engine,17,178.9,181,SAR
754,906459750,Under way using engine,15,340.2,338,Military
755,154812341,Under way using engine,21.4,292.4,295,Tanker
756,981643009,Constrained by her draught,11.8,314.9,317,Tanker
757,739040729,Under way using engine,14.8,340,338,Cargo
758,618688800,Under way using engine,9.5,258.6,257,Military
759,626413190,Under way using engine,9.7,209,208,SAR
760,502771567,Under way using engine,11.1,151.5,152,Cargo
761,212715489,Constrained by her draught,12.1,0.1,359,SAR
762,583455083,Under way using engine,13.5,319.8,321,Tanker
763,108077146,Under way sailing,14.6,131.2,130,SAR
764,680151301,Under way using engine,14.5,215,215,Military
765,490478049,Under way using engine,15.2,212.7,213,Cargo
766,804209864,Constrained by her draught,10.9,192,194,Warship
767,421540599,Under way using engine,9.6,341.6,342,SAR
768,944152623,Under way using engine,14.8,34,33,SAR
769,618236098,Under way using engine,13.5,211.6,211,Cargo
770,648176018,Under way using engine,11.8,165.2,164,Cargo
771,143755493,Under way using engine,15.4,212.6,213,Tanker
772,802200948,Under way using engine,12.4,40.4,41,Tanker
773,889340720,Under way using engine,13.1,161.5,162,Cargo
774,587043061,Under way using engine,17,139.5,138,SAR
775,906482487,Under way using engine,10.5,37.6,38,Cargo
776,897868333,Under way using engine,9.9,350.3,348,Cargo
777,479732281,Under way using engine,9.9,337.5,343,Cargo
778,411537882,Under way using engine,13.3,330.4,332,Bulk Carrier
779,311321816,Under way sailing,14.5,131.2,130,SAR
780,370102598,Under way using engine,10.4,129.7,132,Bulk Carrier
781,316055729,Under way using engine,11.8,343,338,Cargo
782,894418761,Under way using engine,10.4,129.7,132,Bulk Carrier
783,741528835,Under way using engine,16.6,162.3,166,Bulk Carrier
784,850500907,Under way using engine,9.5,341.9,340,Tanker
785,373235928,Under way using engine,21.3,311.8,312,Tanker
786,722045606,Under way using engine,10.6,160.8,163,Warship
787,890864323,Under way using engine,11.7,344.1,338,Warship
788,346916408,Under way using engine,15.3,340.7,339,Bulk Carrier
789,964397979,Under way using engine,14.5,215.5,215,Cargo
